transaction_id,customer_id,transaction_date,store_id,total_amount,payment_method,loyalty_card,status
TX_00000026,,2024-01-03,TIENDA_001,87.34,CARD,False,COMPLETED
TX_00000027,,2024-01-03,TIENDA_001,247.56,CASH,False,COMPLETED
TX_00000028,CUST_01585,2024-01-03,TIENDA_001,1092.59,DIGITAL,True,COMPLETED
TX_00000029,,2024-01-03,TIENDA_001,78.22,DIGITAL,False,COMPLETED
TX_00000030,,2024-01-03,TIENDA_001,233.09,DIGITAL,False,COMPLETED
TX_00000031,,2024-01-03,TIENDA_001,23.07,CARD,False,COMPLETED
TX_00000032,CUST_00315,2024-01-03,TIENDA_001,411.69,CASH,True,COMPLETED
TX_00000033,,2024-01-03,TIENDA_001,1008.4,CASH,False,COMPLETED
TX_00000034,,2024-01-03,TIENDA_001,270.62,CARD,False,COMPLETED
TX_00000035,,2024-01-03,TIENDA_001,1574.17,CASH,False,COMPLETED
TX_00000036,,2024-01-03,TIENDA_001,32.1,CARD,False,COMPLETED
TX_00000037,,2024-01-03,TIENDA_001,513.54,CARD,False,COMPLETED
TX_00000038,,2024-01-03,TIENDA_001,70.1,CASH,False,COMPLETED
TX_00000039,CUST_02943,2024-01-03,TIENDA_001,34.06,CASH,True,COMPLETED
TX_00000040,,2024-01-03,TIENDA_001,201.43,CARD,False,COMPLETED
TX_00000041,CUST_00441,2024-01-04,TIENDA_001,81.82,CARD,True,COMPLETED
TX_00000042,,2024-01-04,TIENDA_001,238.94,CARD,False,COMPLETED
TX_00000043,,2024-01-04,TIENDA_001,50.27,CARD,False,COMPLETED
TX_00000044,,2024-01-04,TIENDA_001,273.29,CARD,False,COMPLETED
TX_00000045,CUST_02789,2024-01-04,TIENDA_001,420.89,CARD,True,COMPLETED
TX_00000046,,2024-01-04,TIENDA_001,447.45,CASH,False,COMPLETED
TX_00000047,,2024-01-04,TIENDA_001,1126.63,CASH,False,COMPLETED
TX_00000048,,2024-01-04,TIENDA_001,240.04,DIGITAL,False,COMPLETED
TX_00000049,CUST_02675,2024-01-04,TIENDA_001,787.04,DIGITAL,True,COMPLETED
TX_00000050,,2024-01-04,TIENDA_001,21.55,CARD,False,COMPLETED
TX_00000051,,2024-01-04,TIENDA_001,104.2,CASH,False,COMPLETED
TX_00000052,CUST_01094,2024-01-04,TIENDA_001,316.68,CARD,True,COMPLETED
TX_00000053,CUST_01014,2024-01-04,TIENDA_001,233.76,DIGITAL,True,COMPLETED
TX_00000054,CUST_00541,2024-01-04,TIENDA_001,217.58,DIGITAL,True,COMPLETED
TX_00000055,,2024-01-04,TIENDA_001,30.52,CARD,False,COMPLETED
TX_00000056,CUST_01547,2024-01-04,TIENDA_001,74.58,CARD,True,COMPLETED
TX_00000057,,2024-01-04,TIENDA_001,335.22,CARD,False,COMPLETED
TX_00000058,CUST_00890,2024-01-04,TIENDA_001,198.34,CARD,True,COMPLETED
TX_00000059,,2024-01-05,TIENDA_001,584.35,CASH,False,COMPLETED
TX_00000060,CUST_01691,2024-01-05,TIENDA_001,883.91,CASH,True,COMPLETED
TX_00000061,,2024-01-05,TIENDA_001,139.32,CARD,False,COMPLETED
TX_00000062,CUST_02960,2024-01-05,TIENDA_001,424.38,CARD,True,COMPLETED
TX_00000063,,2024-01-05,TIENDA_001,194.51,DIGITAL,False,COMPLETED
TX_00000064,,2024-01-05,TIENDA_001,470.73,CASH,False,COMPLETED
TX_00000065,CUST_01175,2024-01-05,TIENDA_001,2.48,CASH,True,COMPLETED
TX_00000066,CUST_02157,2024-01-05,TIENDA_001,523.88,CASH,True,COMPLETED
TX_00000067,,2024-01-05,TIENDA_001,14.76,CASH,False,COMPLETED
TX_00000068,,2024-01-06,TIENDA_001,84.78,DIGITAL,False,COMPLETED
TX_00000069,CUST_02225,2024-01-06,TIENDA_001,1665.34,DIGITAL,True,COMPLETED
TX_00000070,,2024-01-06,TIENDA_001,51.15,DIGITAL,False,COMPLETED
TX_00000071,,2024-01-06,TIENDA_001,397.72,CARD,False,COMPLETED
TX_00000072,,2024-01-06,TIENDA_001,12.66,CARD,False,COMPLETED
TX_00000073,,2024-01-06,TIENDA_001,108.35,CARD,False,COMPLETED
TX_00000074,CUST_00382,2024-01-06,TIENDA_001,410.4,CASH,True,COMPLETED
TX_00000075,CUST_01131,2024-01-06,TIENDA_001,99.69,CASH,True,COMPLETED
TX_00000076,,2024-01-06,TIENDA_001,72.81,CARD,False,COMPLETED
TX_00000077,,2024-01-06,TIENDA_001,273.64,DIGITAL,False,COMPLETED
TX_00000078,,2024-01-06,TIENDA_001,258.48,CASH,False,COMPLETED
TX_00000079,,2024-01-07,TIENDA_001,102.92,CASH,False,COMPLETED
TX_00000080,,2024-01-07,TIENDA_001,374.58,CARD,False,COMPLETED
TX_00000081,CUST_01000,2024-01-07,TIENDA_001,76.78,CASH,True,COMPLETED
TX_00000082,CUST_02883,2024-01-07,TIENDA_001,88.23,CARD,True,COMPLETED
TX_00000083,,2024-01-07,TIENDA_001,13.45,CARD,False,COMPLETED
TX_00000084,CUST_01572,2024-01-07,TIENDA_001,186.51,CASH,True,COMPLETED
TX_00000085,,2024-01-07,TIENDA_001,58.45,CARD,False,COMPLETED
TX_00000086,,2024-01-07,TIENDA_001,99.0,DIGITAL,False,COMPLETED
TX_00000087,,2024-01-07,TIENDA_001,61.82,CARD,False,COMPLETED
TX_00000088,,2024-01-07,TIENDA_001,369.75,CARD,False,COMPLETED
TX_00000089,,2024-01-07,TIENDA_001,459.89,CARD,False,COMPLETED
TX_00000090,CUST_01162,2024-01-07,TIENDA_001,20.59,CASH,True,COMPLETED
TX_00000091,,2024-01-07,TIENDA_001,42.22,CASH,False,COMPLETED
TX_00000092,CUST_02682,2024-01-08,TIENDA_001,386.88,CARD,True,COMPLETED
TX_00000093,CUST_01408,2024-01-08,TIENDA_001,224.4,CARD,True,COMPLETED
TX_00000094,,2024-01-08,TIENDA_001,240.94,CASH,False,COMPLETED
TX_00000095,CUST_00346,2024-01-08,TIENDA_001,118.51,CASH,True,COMPLETED
TX_00000096,,2024-01-08,TIENDA_001,234.6,CASH,False,COMPLETED
TX_00000097,CUST_00884,2024-01-08,TIENDA_001,21.02,CARD,True,COMPLETED
TX_00000098,CUST_02198,2024-01-08,TIENDA_001,178.82,DIGITAL,True,COMPLETED
TX_00000099,CUST_01780,2024-01-08,TIENDA_001,1014.22,CASH,True,COMPLETED
TX_00000100,,2024-01-08,TIENDA_001,29.34,CASH,False,COMPLETED
TX_00000101,,2024-01-08,TIENDA_001,237.54,CASH,False,COMPLETED
TX_00000102,,2024-01-08,TIENDA_001,184.81,CARD,False,COMPLETED
TX_00000103,CUST_02758,2024-01-08,TIENDA_001,134.26,CARD,True,COMPLETED
TX_00000104,CUST_01680,2024-01-08,TIENDA_001,38.68,CARD,True,COMPLETED
TX_00000105,,2024-01-08,TIENDA_001,29.99,CARD,False,COMPLETED
TX_00000106,,2024-01-08,TIENDA_001,33.23,CARD,False,COMPLETED
TX_00000107,,2024-01-09,TIENDA_001,26.48,CARD,False,COMPLETED
TX_00000108,,2024-01-09,TIENDA_001,702.62,CARD,False,COMPLETED
TX_00000109,CUST_00911,2024-01-09,TIENDA_001,46.65,DIGITAL,True,COMPLETED
TX_00000110,CUST_01359,2024-01-09,TIENDA_001,331.64,DIGITAL,True,COMPLETED
TX_00000111,,2024-01-09,TIENDA_001,1024.3,CARD,False,COMPLETED
TX_00000112,CUST_02227,2024-01-09,TIENDA_001,145.07,DIGITAL,True,COMPLETED
TX_00000113,CUST_02691,2024-01-09,TIENDA_001,109.05,DIGITAL,True,COMPLETED
TX_00000114,CUST_01303,2024-01-09,TIENDA_001,675.31,CASH,True,COMPLETED
TX_00000115,CUST_00535,2024-01-09,TIENDA_001,96.12,CARD,True,COMPLETED
TX_00000116,,2024-01-09,TIENDA_001,504.63,CARD,False,COMPLETED
TX_00000117,CUST_00008,2024-01-09,TIENDA_001,469.04,CARD,True,COMPLETED
TX_00000118,CUST_00278,2024-01-10,TIENDA_001,111.69,CARD,True,COMPLETED
TX_00000119,,2024-01-10,TIENDA_001,428.06,CARD,False,COMPLETED
TX_00000120,CUST_00779,2024-01-10,TIENDA_001,145.32,CARD,True,COMPLETED
TX_00000121,CUST_00848,2024-01-10,TIENDA_001,39.76,CASH,True,COMPLETED
TX_00000122,CUST_01826,2024-01-10,TIENDA_001,12.38,CARD,True,COMPLETED
TX_00000123,,2024-01-10,TIENDA_001,273.19,CARD,False,COMPLETED
TX_00000124,CUST_01840,2024-01-10,TIENDA_001,68.28,CARD,True,COMPLETED
TX_00000125,,2024-01-10,TIENDA_001,222.13,CASH,False,COMPLETED
TX_00000126,CUST_01989,2024-01-10,TIENDA_001,223.84,CASH,True,COMPLETED
TX_00000127,CUST_02014,2024-01-10,TIENDA_001,144.75,CARD,True,COMPLETED
TX_00000128,,2024-01-10,TIENDA_001,104.83,CARD,False,COMPLETED
TX_00000129,,2024-01-10,TIENDA_001,140.69,CASH,False,COMPLETED
TX_00000130,CUST_02344,2024-01-10,TIENDA_001,351.55,CARD,True,COMPLETED
TX_00000131,,2024-01-11,TIENDA_001,155.89,CARD,False,COMPLETED
TX_00000132,,2024-01-11,TIENDA_001,149.68,DIGITAL,False,COMPLETED
TX_00000133,,2024-01-11,TIENDA_001,463.3,CASH,False,COMPLETED
TX_00000134,,2024-01-11,TIENDA_001,181.31,CARD,False,COMPLETED
TX_00000135,CUST_00491,2024-01-11,TIENDA_001,740.21,CARD,True,COMPLETED
TX_00000136,,2024-01-11,TIENDA_001,1026.96,CASH,False,COMPLETED
TX_00000137,CUST_00058,2024-01-11,TIENDA_001,184.96,CARD,True,COMPLETED
TX_00000138,CUST_01653,2024-01-11,TIENDA_001,70.48,CASH,True,COMPLETED
TX_00000139,,2024-01-11,TIENDA_001,177.05,CASH,False,COMPLETED
TX_00000140,CUST_01724,2024-01-11,TIENDA_001,181.4,CASH,True,COMPLETED
TX_00000141,CUST_01969,2024-01-12,TIENDA_001,199.04,CASH,True,COMPLETED
TX_00000142,CUST_01213,2024-01-12,TIENDA_001,883.44,DIGITAL,True,RETURNED
TX_00000143,CUST_02651,2024-01-12,TIENDA_001,199.82,CASH,True,COMPLETED
TX_00000144,,2024-01-12,TIENDA_001,409.15,DIGITAL,False,COMPLETED
TX_00000145,,2024-01-12,TIENDA_001,89.65,DIGITAL,False,COMPLETED
TX_00000146,CUST_02143,2024-01-12,TIENDA_001,112.33,CASH,True,COMPLETED
TX_00000147,CUST_02077,2024-01-12,TIENDA_001,209.51,CARD,True,COMPLETED
TX_00000148,CUST_01689,2024-01-12,TIENDA_001,157.34,DIGITAL,True,COMPLETED
TX_00000149,,2024-01-12,TIENDA_001,970.4,CARD,False,COMPLETED
TX_00000150,,2024-01-12,TIENDA_001,63.71,CASH,False,COMPLETED
TX_00000151,CUST_02594,2024-01-12,TIENDA_001,2271.07,CASH,True,COMPLETED
TX_00000152,,2024-01-12,TIENDA_001,297.09,CASH,False,COMPLETED
TX_00000153,,2024-01-12,TIENDA_001,467.51,CARD,False,COMPLETED
TX_00000154,CUST_02217,2024-01-12,TIENDA_001,1.22,CARD,True,COMPLETED
TX_00000155,CUST_02852,2024-01-13,TIENDA_001,61.0,CARD,True,COMPLETED
TX_00000156,,2024-01-13,TIENDA_001,2392.95,CASH,False,COMPLETED
TX_00000157,CUST_01354,2024-01-13,TIENDA_001,336.79,DIGITAL,True,COMPLETED
TX_00000158,,2024-01-13,TIENDA_001,133.05,CARD,False,COMPLETED
TX_00000159,,2024-01-13,TIENDA_001,134.21,CASH,False,COMPLETED
TX_00000160,,2024-01-13,TIENDA_001,48.63,CASH,False,COMPLETED
TX_00000161,,2024-01-13,TIENDA_001,179.98,CASH,False,COMPLETED
TX_00000162,CUST_01032,2024-01-13,TIENDA_001,194.61,CARD,True,COMPLETED
TX_00000163,,2024-01-13,TIENDA_001,52.16,CASH,False,COMPLETED
TX_00000164,,2024-01-13,TIENDA_001,130.55,CARD,False,COMPLETED
TX_00000165,CUST_02974,2024-01-13,TIENDA_001,707.86,DIGITAL,True,COMPLETED
TX_00000166,,2024-01-13,TIENDA_001,389.62,CARD,False,COMPLETED
TX_00000167,,2024-01-13,TIENDA_001,100.61,DIGITAL,False,COMPLETED
TX_00000168,,2024-01-13,TIENDA_001,82.39,DIGITAL,False,COMPLETED
TX_00000169,,2024-01-13,TIENDA_001,349.14,CASH,False,COMPLETED
TX_00000170,CUST_01514,2024-01-14,TIENDA_001,29.49,DIGITAL,True,COMPLETED
TX_00000171,CUST_01079,2024-01-14,TIENDA_001,58.59,DIGITAL,True,RETURNED
TX_00000172,,2024-01-14,TIENDA_001,112.21,CARD,False,COMPLETED
TX_00000173,,2024-01-14,TIENDA_001,6.35,CARD,False,COMPLETED
TX_00000174,,2024-01-14,TIENDA_001,204.73,CASH,False,COMPLETED
TX_00000175,,2024-01-14,TIENDA_001,322.46,DIGITAL,False,COMPLETED
TX_00000176,,2024-01-14,TIENDA_001,551.87,CASH,False,COMPLETED
TX_00000177,,2024-01-14,TIENDA_001,456.69,CARD,False,COMPLETED
TX_00000178,CUST_02291,2024-01-14,TIENDA_001,1616.24,CASH,True,COMPLETED
TX_00000179,,2024-01-14,TIENDA_001,488.46,DIGITAL,False,COMPLETED
TX_00000180,,2024-01-14,TIENDA_001,230.62,DIGITAL,False,COMPLETED
TX_00000181,CUST_01619,2024-01-15,TIENDA_001,879.23,CARD,True,RETURNED
TX_00000182,CUST_02074,2024-01-15,TIENDA_001,208.26,DIGITAL,True,COMPLETED
TX_00000183,,2024-01-15,TIENDA_001,270.09,CASH,False,COMPLETED
TX_00000184,,2024-01-15,TIENDA_001,18.91,DIGITAL,False,COMPLETED
TX_00000185,,2024-01-15,TIENDA_001,134.95,CARD,False,COMPLETED
TX_00000186,CUST_01976,2024-01-15,TIENDA_001,59.39,DIGITAL,True,COMPLETED
TX_00000187,CUST_02812,2024-01-15,TIENDA_001,120.9,CARD,True,COMPLETED
TX_00000188,CUST_01641,2024-01-15,TIENDA_001,40.54,CASH,True,COMPLETED
TX_00000189,CUST_00040,2024-01-15,TIENDA_001,43.3,CARD,True,COMPLETED
TX_00000190,CUST_01042,2024-01-15,TIENDA_001,131.31,CARD,True,COMPLETED
TX_00000191,,2024-01-15,TIENDA_001,229.08,CARD,False,COMPLETED
TX_00000192,CUST_00935,2024-01-15,TIENDA_001,351.1,CARD,True,COMPLETED
TX_00000193,,2024-01-15,TIENDA_001,147.67,CASH,False,COMPLETED
TX_00000194,,2024-01-15,TIENDA_001,86.22,DIGITAL,False,COMPLETED
TX_00000195,,2024-01-15,TIENDA_001,82.85,CARD,False,COMPLETED
TX_00000196,,2024-01-15,TIENDA_001,19.93,CARD,False,COMPLETED
TX_00000197,,2024-01-16,TIENDA_001,95.15,CASH,False,COMPLETED
TX_00000198,CUST_00560,2024-01-16,TIENDA_001,30.62,CASH,True,COMPLETED
TX_00000199,,2024-01-16,TIENDA_001,886.4,CARD,False,COMPLETED
TX_00000200,,2024-01-16,TIENDA_001,144.29,DIGITAL,False,COMPLETED
TX_00000201,,2024-01-16,TIENDA_001,36.33,DIGITAL,False,COMPLETED
TX_00000202,CUST_02593,2024-01-16,TIENDA_001,106.91,CARD,True,COMPLETED
TX_00000203,,2024-01-16,TIENDA_001,167.05,CARD,False,COMPLETED
TX_00000204,,2024-01-16,TIENDA_001,90.48,CARD,False,COMPLETED
TX_00000205,,2024-01-17,TIENDA_001,102.06,CASH,False,COMPLETED
TX_00000206,,2024-01-17,TIENDA_001,35.54,CARD,False,COMPLETED
TX_00000207,,2024-01-17,TIENDA_001,384.35,CARD,False,COMPLETED
TX_00000208,,2024-01-17,TIENDA_001,472.64,DIGITAL,False,COMPLETED
TX_00000209,,2024-01-17,TIENDA_001,295.26,CASH,False,COMPLETED
TX_00000210,,2024-01-17,TIENDA_001,5.74,CARD,False,COMPLETED
TX_00000211,,2024-01-17,TIENDA_001,193.08,CASH,False,COMPLETED
TX_00000212,,2024-01-17,TIENDA_001,1557.26,CARD,False,COMPLETED
TX_00000213,,2024-01-17,TIENDA_001,183.02,CARD,False,COMPLETED
TX_00000214,CUST_01950,2024-01-17,TIENDA_001,48.27,CASH,True,COMPLETED
TX_00000215,,2024-01-17,TIENDA_001,269.6,DIGITAL,False,COMPLETED
TX_00000216,,2024-01-18,TIENDA_001,290.3,CASH,False,COMPLETED
TX_00000217,CUST_01844,2024-01-18,TIENDA_001,314.94,CASH,True,COMPLETED
TX_00000218,CUST_02853,2024-01-18,TIENDA_001,928.95,DIGITAL,True,COMPLETED
TX_00000219,CUST_02446,2024-01-18,TIENDA_001,148.49,CASH,True,COMPLETED
TX_00000220,,2024-01-18,TIENDA_001,141.19,CASH,False,COMPLETED
TX_00000221,,2024-01-18,TIENDA_001,93.01,CASH,False,COMPLETED
TX_00000222,,2024-01-18,TIENDA_001,84.07,CARD,False,COMPLETED
TX_00000223,,2024-01-18,TIENDA_001,69.09,CARD,False,COMPLETED
TX_00000224,,2024-01-18,TIENDA_001,112.31,CARD,False,COMPLETED
TX_00000225,,2024-01-18,TIENDA_001,184.08,CARD,False,COMPLETED
TX_00000226,,2024-01-18,TIENDA_001,29.23,CARD,False,COMPLETED
TX_00000227,,2024-01-19,TIENDA_001,1113.28,CARD,False,COMPLETED
TX_00000228,CUST_02118,2024-01-19,TIENDA_001,739.86,CASH,True,COMPLETED
TX_00000229,,2024-01-19,TIENDA_001,669.14,CARD,False,COMPLETED
TX_00000230,CUST_01373,2024-01-19,TIENDA_001,266.31,CARD,True,COMPLETED
TX_00000231,,2024-01-19,TIENDA_001,542.25,CASH,False,COMPLETED
TX_00000232,CUST_01708,2024-01-19,TIENDA_001,328.53,CARD,True,COMPLETED
TX_00000233,,2024-01-19,TIENDA_001,81.6,CARD,False,COMPLETED
TX_00000234,,2024-01-19,TIENDA_001,1548.47,CARD,False,COMPLETED
TX_00000235,,2024-01-19,TIENDA_001,82.48,CARD,False,COMPLETED
TX_00000236,,2024-01-19,TIENDA_001,1338.46,CARD,False,COMPLETED
TX_00000237,CUST_02366,2024-01-19,TIENDA_001,550.59,CARD,True,COMPLETED
TX_00000238,CUST_01852,2024-01-19,TIENDA_001,138.85,CASH,True,COMPLETED
TX_00000239,,2024-01-19,TIENDA_001,767.14,CASH,False,COMPLETED
TX_00000240,,2024-01-19,TIENDA_001,83.95,CARD,False,COMPLETED
TX_00000241,CUST_02767,2024-01-20,TIENDA_001,68.78,CARD,True,COMPLETED
TX_00000242,,2024-01-20,TIENDA_001,225.6,CARD,False,COMPLETED
TX_00000243,,2024-01-20,TIENDA_001,184.54,CARD,False,COMPLETED
TX_00000244,CUST_01889,2024-01-20,TIENDA_001,224.52,CARD,True,COMPLETED
TX_00000245,,2024-01-20,TIENDA_001,67.52,CARD,False,COMPLETED
TX_00000246,,2024-01-20,TIENDA_001,468.65,CARD,False,COMPLETED
TX_00000247,CUST_01513,2024-01-20,TIENDA_001,108.73,DIGITAL,True,COMPLETED
TX_00000248,CUST_02656,2024-01-21,TIENDA_001,41.93,CARD,True,COMPLETED
TX_00000249,,2024-01-21,TIENDA_001,120.73,CARD,False,COMPLETED
TX_00000250,CUST_01973,2024-01-21,TIENDA_001,458.66,DIGITAL,True,COMPLETED
TX_00000251,CUST_02847,2024-01-21,TIENDA_001,250.42,CARD,True,COMPLETED
TX_00000252,,2024-01-21,TIENDA_001,417.22,CARD,False,COMPLETED
TX_00000253,,2024-01-22,TIENDA_001,99.3,CARD,False,COMPLETED
TX_00000254,,2024-01-22,TIENDA_001,270.3,CASH,False,COMPLETED
TX_00000255,,2024-01-22,TIENDA_001,182.83,CASH,False,COMPLETED
TX_00000256,CUST_02434,2024-01-22,TIENDA_001,823.89,DIGITAL,True,COMPLETED
TX_00000257,,2024-01-22,TIENDA_001,172.03,CARD,False,COMPLETED
TX_00000258,CUST_02341,2024-01-22,TIENDA_001,200.99,CASH,True,COMPLETED
TX_00000259,CUST_02824,2024-01-22,TIENDA_001,503.94,CARD,True,COMPLETED
TX_00000260,,2024-01-22,TIENDA_001,134.98,CASH,False,COMPLETED
TX_00000261,,2024-01-22,TIENDA_001,238.29,CASH,False,COMPLETED
TX_00000262,CUST_00399,2024-01-22,TIENDA_001,170.75,DIGITAL,True,COMPLETED
TX_00000263,CUST_00874,2024-01-22,TIENDA_001,48.99,CASH,True,COMPLETED
TX_00000264,,2024-01-22,TIENDA_001,93.84,CARD,False,COMPLETED
TX_00000265,CUST_00019,2024-01-23,TIENDA_001,37.81,CARD,True,COMPLETED
TX_00000266,,2024-01-23,TIENDA_001,722.35,CASH,False,COMPLETED
TX_00000267,CUST_00120,2024-01-23,TIENDA_001,67.82,CARD,True,COMPLETED
TX_00000268,,2024-01-23,TIENDA_001,83.89,CASH,False,COMPLETED
TX_00000269,,2024-01-23,TIENDA_001,1006.14,CASH,False,COMPLETED
TX_00000270,,2024-01-23,TIENDA_001,639.64,CASH,False,COMPLETED
TX_00000271,,2024-01-23,TIENDA_001,735.18,CARD,False,COMPLETED
TX_00000272,,2024-01-23,TIENDA_001,131.25,CARD,False,COMPLETED
TX_00000273,CUST_01376,2024-01-23,TIENDA_001,473.79,DIGITAL,True,COMPLETED
TX_00000274,,2024-01-23,TIENDA_001,11.59,CARD,False,COMPLETED
TX_00000275,,2024-01-23,TIENDA_001,85.47,CARD,False,COMPLETED
TX_00000276,,2024-01-23,TIENDA_001,93.82,CARD,False,COMPLETED
TX_00000277,,2024-01-23,TIENDA_001,86.49,CARD,False,COMPLETED
TX_00000278,,2024-01-23,TIENDA_001,322.3,CASH,False,COMPLETED
TX_00000279,,2024-01-23,TIENDA_001,93.11,CARD,False,COMPLETED
TX_00000280,CUST_01877,2024-01-23,TIENDA_001,535.59,CARD,True,COMPLETED
TX_00000281,CUST_01337,2024-01-23,TIENDA_001,103.88,CASH,True,COMPLETED
TX_00000282,,2024-01-23,TIENDA_001,61.21,CARD,False,COMPLETED
TX_00000283,,2024-01-24,TIENDA_001,188.33,DIGITAL,False,COMPLETED
TX_00000284,,2024-01-24,TIENDA_001,173.76,CARD,False,COMPLETED
TX_00000285,,2024-01-24,TIENDA_001,274.6,CASH,False,COMPLETED
TX_00000286,,2024-01-24,TIENDA_001,208.03,CARD,False,COMPLETED
TX_00000287,,2024-01-24,TIENDA_001,162.13,DIGITAL,False,COMPLETED
TX_00000288,,2024-01-24,TIENDA_001,201.61,CARD,False,COMPLETED
TX_00000289,CUST_02908,2024-01-24,TIENDA_001,58.83,CARD,True,COMPLETED
TX_00000290,CUST_01984,2024-01-24,TIENDA_001,220.29,CARD,True,COMPLETED
TX_00000291,,2024-01-24,TIENDA_001,80.59,CASH,False,COMPLETED
TX_00000292,,2024-01-24,TIENDA_001,139.26,CASH,False,COMPLETED
TX_00000293,,2024-01-24,TIENDA_001,13.82,CARD,False,COMPLETED
TX_00000294,,2024-01-25,TIENDA_001,79.53,CARD,False,COMPLETED
TX_00000295,CUST_01641,2024-01-25,TIENDA_001,130.33,DIGITAL,True,COMPLETED
TX_00000296,,2024-01-25,TIENDA_001,644.88,CARD,False,COMPLETED
TX_00000297,,2024-01-25,TIENDA_001,58.85,CASH,False,COMPLETED
TX_00000298,CUST_01594,2024-01-25,TIENDA_001,47.95,DIGITAL,True,COMPLETED
TX_00000299,CUST_00185,2024-01-25,TIENDA_001,128.53,CASH,True,COMPLETED
TX_00000300,CUST_01279,2024-01-25,TIENDA_001,138.05,DIGITAL,True,COMPLETED
TX_00000301,CUST_02346,2024-01-25,TIENDA_001,20.96,CARD,True,COMPLETED
TX_00000302,CUST_01786,2024-01-25,TIENDA_001,39.64,CARD,True,COMPLETED
TX_00000303,,2024-01-26,TIENDA_001,129.78,CASH,False,COMPLETED
TX_00000304,,2024-01-26,TIENDA_001,59.83,DIGITAL,False,COMPLETED
TX_00000305,CUST_00822,2024-01-26,TIENDA_001,187.96,CARD,True,COMPLETED
TX_00000306,CUST_00787,2024-01-26,TIENDA_001,7.01,DIGITAL,True,COMPLETED
TX_00000307,CUST_00120,2024-01-26,TIENDA_001,173.95,CARD,True,COMPLETED
TX_00000308,,2024-01-26,TIENDA_001,442.38,CASH,False,COMPLETED
TX_00000309,CUST_00501,2024-01-26,TIENDA_001,124.21,CARD,True,COMPLETED
TX_00000310,CUST_00594,2024-01-26,TIENDA_001,172.86,DIGITAL,True,COMPLETED
TX_00000311,,2024-01-26,TIENDA_001,57.96,CASH,False,COMPLETED
TX_00000312,,2024-01-26,TIENDA_001,566.93,CARD,False,COMPLETED
TX_00000313,CUST_02628,2024-01-26,TIENDA_001,114.72,CARD,True,COMPLETED
TX_00000314,,2024-01-26,TIENDA_001,559.57,CARD,False,COMPLETED
TX_00000315,CUST_02288,2024-01-26,TIENDA_001,84.72,CARD,True,COMPLETED
TX_00000316,,2024-01-26,TIENDA_001,89.44,CARD,False,COMPLETED
TX_00000317,,2024-01-26,TIENDA_001,25.6,CASH,False,COMPLETED
TX_00000318,,2024-01-26,TIENDA_001,756.17,CARD,False,COMPLETED
TX_00000319,,2024-01-26,TIENDA_001,119.4,CARD,False,COMPLETED
TX_00000320,,2024-01-27,TIENDA_001,1760.72,CASH,False,COMPLETED
TX_00000321,,2024-01-27,TIENDA_001,770.44,CASH,False,COMPLETED
TX_00000322,CUST_00690,2024-01-27,TIENDA_001,211.23,DIGITAL,True,COMPLETED
TX_00000323,CUST_00119,2024-01-27,TIENDA_001,35.98,CASH,True,COMPLETED
TX_00000324,,2024-01-27,TIENDA_001,381.83,CARD,False,COMPLETED
